# Report for collapsed table: result1/func_table.tsv
# Collapsed table generated on: 2025.06.13 23:48:53
# Original table: otu_table.txt
# Details:
#  Original classical table contained 3488 rows and 280 columns
#  After filtering rows & columns, obtained a table containing 3488 rows & 278 columns
#  After (potentially) filtering out records based on name, obtained a table comprising 3488 records & 278 data entries per record
# Used command:
#   /mnt/d/FAPROTAX_1.2.10/collapse_table.py -i otu_table.txt --column_names_are_in last_comment_line -d Taxonomy --omit_columns 0 -g FAPROTAX.txt -o result1/func_table.tsv -r result1/func_otu.tsv -s result1/func_otu_detail --out_groups2records_table result/otu_func_association.tsv --group_leftovers_as unassigned -v
# Sub-tables corresponding to groups were saved to 'result1/func_otu_detail'
#
# Summary of group assignments:
#   methanotrophy: 3 records
#   acetoclastic_methanogenesis: 0 records
#   methanogenesis_by_disproportionation_of_methyl_groups: 0 records
#   methanogenesis_using_formate: 0 records
#   methanogenesis_by_CO2_reduction_with_H2: 0 records
#   methanogenesis_by_reduction_of_methyl_compounds_with_H2: 0 records
#   hydrogenotrophic_methanogenesis: 0 records
#   methanogenesis: 0 records
#   methanol_oxidation: 10 records
#   methylotrophy: 13 records
#   aerobic_ammonia_oxidation: 32 records
#   aerobic_nitrite_oxidation: 6 records
#   nitrification: 38 records
#   sulfate_respiration: 7 records
#   sulfur_respiration: 2 records
#   dark_sulfite_oxidation: 0 records
#   sulfite_respiration: 0 records
#   thiosulfate_respiration: 8 records
#   respiration_of_sulfur_compounds: 17 records
#   arsenate_detoxification: 0 records
#   arsenate_respiration: 0 records
#   dissimilatory_arsenate_reduction: 0 records
#   arsenite_oxidation_detoxification: 0 records
#   arsenite_oxidation_energy_yielding: 0 records
#   dissimilatory_arsenite_oxidation: 0 records
#   anammox: 0 records
#   nitrate_denitrification: 8 records
#   nitrite_denitrification: 8 records
#   nitrous_oxide_denitrification: 8 records
#   denitrification: 8 records
#   chitinolysis: 64 records
#   knallgas_bacteria: 0 records
#   dark_hydrogen_oxidation: 1 records
#   nitrogen_fixation: 80 records
#   nitrate_ammonification: 0 records
#   nitrite_ammonification: 0 records
#   nitrite_respiration: 8 records
#   cellulolysis: 1 records
#   xylanolysis: 0 records
#   dark_sulfide_oxidation: 2 records
#   dark_sulfur_oxidation: 2 records
#   dark_thiosulfate_oxidation: 2 records
#   dark_oxidation_of_sulfur_compounds: 2 records
#   manganese_oxidation: 0 records
#   manganese_respiration: 0 records
#   ligninolysis: 0 records
#   fermentation: 143 records
#   aerobic_chemoheterotrophy: 679 records
#   invertebrate_parasites: 0 records
#   human_pathogens_septicemia: 0 records
#   human_pathogens_pneumonia: 0 records
#   human_pathogens_nosocomia: 0 records
#   human_pathogens_meningitis: 0 records
#   human_pathogens_gastroenteritis: 0 records
#   human_pathogens_diarrhea: 0 records
#   human_pathogens_all: 4 records
#   fish_parasites: 0 records
#   human_gut: 1 records
#   human_associated: 5 records
#   mammal_gut: 1 records
#   animal_parasites_or_symbionts: 36 records
#   plant_pathogen: 0 records
#   oil_bioremediation: 0 records
#   aromatic_hydrocarbon_degradation: 0 records
#   aromatic_compound_degradation: 35 records
#   aliphatic_non_methane_hydrocarbon_degradation: 0 records
#   hydrocarbon_degradation: 3 records
#   dark_iron_oxidation: 0 records
#   iron_respiration: 10 records
#   nitrate_respiration: 49 records
#   nitrate_reduction: 79 records
#   nitrogen_respiration: 49 records
#   fumarate_respiration: 0 records
#   intracellular_parasites: 28 records
#   chlorate_reducers: 0 records
#   predatory_or_exoparasitic: 14 records
#   chloroplasts: 0 records
#   nonphotosynthetic_cyanobacteria: 0 records
#   photosynthetic_cyanobacteria: 0 records
#   anoxygenic_photoautotrophy_H2_oxidizing: 0 records
#   anoxygenic_photoautotrophy_S_oxidizing: 17 records
#   anoxygenic_photoautotrophy_Fe_oxidizing: 0 records
#   anoxygenic_photoautotrophy: 17 records
#   oxygenic_photoautotrophy: 0 records
#   photoautotrophy: 17 records
#   aerobic_anoxygenic_phototrophy: 0 records
#   photoheterotrophy: 24 records
#   phototrophy: 33 records
#   plastic_degradation: 0 records
#   ureolysis: 32 records
#   reductive_acetogenesis: 0 records
#   chemoheterotrophy: 884 records
#   unassigned: 2495 records
#
# Loaded 92 groups comprising 8309 members (5042 unique members)
# Established 2490 assignments of records to groups
# 993 out of 3488 records (28.469 %) were assigned to at least one group
# 2495 out of 3488 records (71.531 %) could not be assigned to any group ('unassigned')
# 45 groups were represented (i.e. associated with at least one record)
# Detailed group assignments are listed below

# methanotrophy (3 records):
    k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp2;g__Gp2
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Candidatus_Solibacter
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp3;g__Gp3
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp4;g__Gp4
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;g__Gp6
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp7;g__Gp7
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Arenimicrobiaceae
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Arenimicrobiaceae;g__Arenimicrobium
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Arenimicrobiaceae;g__Arenimicrobium
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Arenimicrobiaceae;g__Arenimicrobium
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Arenimicrobiaceae;g__Arenimicrobium
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Arenimicrobiaceae;g__Arenimicrobium
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Arenimicrobiaceae;g__Arenimicrobium
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Arenimicrobiaceae;g__Brevitalea
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Arenimicrobiaceae;g__Brevitalea
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Arenimicrobiaceae;g__Brevitalea
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Arenimicrobiaceae;g__Brevitalea
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter
    k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Tellurimicrobium
    k__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum
    k__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum
    k__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum
    k__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum
    k__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum
    k__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum
    k__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum
    k__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum
    k__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum
    k__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum
    k__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum
    k__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum
    k__Bacteria;p__Acidobacteria;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum
    k__Bacteria;p__Actinobacteria
